Id	BgName	Description	Length	DateTime
4935	ДОЛНОПРОБНОСТ		13	2024-12-24 00:36:00.0000000
4936	ДОЛО		4	2024-12-24 00:36:00.0000000
4937	ДОЛОВИМ		7	2024-12-24 00:36:00.0000000
4938	ДОЛУ		4	2024-12-24 00:36:00.0000000
4939	ДОМ		3	2024-12-24 00:36:00.0000000
4940	ДОМА		4	2024-12-24 00:36:00.0000000
4941	ДОМАЕН		6	2024-12-24 00:36:00.0000000
4942	ДОМАКИН		7	2024-12-24 00:36:00.0000000
4943	ДОМАКИНСКИ		10	2024-12-24 00:36:00.0000000
4944	ДОМАКИНСТВО		11	2024-12-24 00:36:00.0000000
4945	ДОМАКИНЯ		8	2024-12-24 00:36:00.0000000
4946	ДОМАНИ		6	2024-12-24 00:36:00.0000000
4947	ДОМАНОСТ		8	2024-12-24 00:36:00.0000000
4948	ДОМИЛЯВА		8	2024-12-24 00:36:00.0000000
4949	ДОМИЛЯВАМИ		10	2024-12-24 00:36:00.0000000
4950	ДОМИНАНТНОСТ		12	2024-12-24 00:36:00.0000000
4951	ДОМИНАЦИЯ		9	2024-12-24 00:36:00.0000000
4952	ДОМИНИРА		8	2024-12-24 00:36:00.0000000
4953	ДОМИНИРАМ		9	2024-12-24 00:36:00.0000000
4954	ДОМОВЛАДЕЛЕЦ		12	2024-12-24 00:36:00.0000000
4955	ДОМОВЛАДИКА		11	2024-12-24 00:36:00.0000000
4956	ДОМОГВАМ		8	2024-12-24 00:36:00.0000000
4957	ДОМОГВАМСЕ		10	2024-12-24 00:36:00.0000000
4958	ДОМОГВАНЕ		9	2024-12-24 00:36:00.0000000
4959	ДОМОРАСЪЛ		9	2024-12-24 00:36:00.0000000
4960	ДОМОЧАДИЕ		9	2024-12-24 00:36:00.0000000
4961	ДОМЪКВАМ		8	2024-12-24 00:36:00.0000000
4962	ДОМЪКВАМСЕ		10	2024-12-24 00:36:00.0000000
4963	ДОМЪЧНЯВА		9	2024-12-24 00:36:00.0000000
4964	ДОМЪЧНЯВАМИ		11	2024-12-24 00:36:00.0000000
4965	ДОНАЖДАМ		8	2024-12-24 00:36:00.0000000
4966	ДОНАЛИВАМ		9	2024-12-24 00:36:00.0000000
4967	ДОНАПЪЛВАМ		10	2024-12-24 00:36:00.0000000
4968	ДОНАСЯМ		7	2024-12-24 00:36:00.0000000
4969	ДОНАСЯТ		7	2024-12-24 00:36:00.0000000
4970	ДОНЕСЕНИЕ		9	2024-12-24 00:36:00.0000000
4971	ДОНЖУАН		7	2024-12-24 00:36:00.0000000
4972	ДОНИКЪДЕ		8	2024-12-24 00:36:00.0000000
4973	ДОНОС		5	2024-12-24 00:36:00.0000000
4974	ДОНОСНИК		8	2024-12-24 00:36:00.0000000
4975	ДОНОСНИЧА		9	2024-12-24 00:36:00.0000000
4976	ДОНОСНИЧЕСТВО		13	2024-12-24 00:36:00.0000000
4977	ДОНОСЧИК		8	2024-12-24 00:36:00.0000000
4978	ДОНЯКЪДЕ		8	2024-12-24 00:36:00.0000000
4979	ДООФОРМЕН		9	2024-12-24 00:36:00.0000000
4980	ДООФОРМЯМ		9	2024-12-24 00:36:00.0000000
4981	ДОПАДА		6	2024-12-24 00:36:00.0000000
4982	ДОПАДАМ		7	2024-12-24 00:36:00.0000000
4983	ДОПАДАМЕСИ		10	2024-12-24 00:36:00.0000000
4984	ДОПАДАМИ		8	2024-12-24 00:36:00.0000000
4985	ДОПИВАМ		7	2024-12-24 00:36:00.0000000
4986	ДОПИР		5	2024-12-24 00:36:00.0000000
4987	ДОПИРАМ		7	2024-12-24 00:36:00.0000000
4988	ДОПИРАМСЕ		9	2024-12-24 00:36:00.0000000
4989	ДОПИРАНЕ		8	2024-12-24 00:36:00.0000000
4990	ДОПИРНА		7	2024-12-24 00:36:00.0000000
4991	ДОПИСКА		7	2024-12-24 00:36:00.0000000
4992	ДОПИСНИК		8	2024-12-24 00:36:00.0000000
4993	ДОПИТВАМ		8	2024-12-24 00:36:00.0000000
4994	ДОПИТВАМСЕ		10	2024-12-24 00:36:00.0000000
4995	ДОПИТВАНЕ		9	2024-12-24 00:36:00.0000000
4996	ДОПОТОПЕН		9	2024-12-24 00:36:00.0000000
4997	ДОПРАВЕН		8	2024-12-24 00:36:00.0000000
4998	ДОПРАВЯМ		8	2024-12-24 00:36:00.0000000
4999	ДОПРЕДИ		7	2024-12-24 00:36:00.0000000
5000	ДОПРИНАСЯ		9	2024-12-24 00:36:00.0000000
5001	ДОПРИНАСЯМ		10	2024-12-24 00:36:00.0000000
5002	ДОПРЯН		6	2024-12-24 00:36:00.0000000
5003	ДОПУА		5	2024-12-24 00:36:00.0000000
5004	ДОПУАМ		6	2024-12-24 00:36:00.0000000
5005	ДОПУСКА		7	2024-12-24 00:36:00.0000000
5006	ДОПУСКАМ		8	2024-12-24 00:36:00.0000000
5007	ДОПУСНАТ		8	2024-12-24 00:36:00.0000000
5008	ДОПУСТИМ		8	2024-12-24 00:36:00.0000000
5009	ДОПУСТИМО		9	2024-12-24 00:36:00.0000000
5010	ДОПУСТИМОСТ		11	2024-12-24 00:36:00.0000000
5011	ДОПЪЛВАМ		8	2024-12-24 00:36:00.0000000
5012	ДОПЪЛЗЯВАМ		10	2024-12-24 00:36:00.0000000
5013	ДОПЪЛНЕН		8	2024-12-24 00:36:00.0000000
5014	ДОПЪЛНЕНИЕ		10	2024-12-24 00:36:00.0000000
5015	ДОПЪЛНИТЕЛЕН		12	2024-12-24 00:36:00.0000000
5016	ДОПЪЛНИТЕЛНО		12	2024-12-24 00:36:00.0000000
5017	ДОПЪЛНЯМ		8	2024-12-24 00:36:00.0000000
5018	ДОРАБОТВАМ		10	2024-12-24 00:36:00.0000000
5019	ДОРАБОТЕН		9	2024-12-24 00:36:00.0000000
5020	ДОРАЗБИВАМ		10	2024-12-24 00:36:00.0000000
5021	ДОРАЗВИВАМ		10	2024-12-24 00:36:00.0000000
5022	ДОРАЗКАЗВАМ		11	2024-12-24 00:36:00.0000000
5023	ДОРДЕТО		7	2024-12-24 00:36:00.0000000
5024	ДОРИ		4	2024-12-24 00:36:00.0000000
5025	ДОРУТВАМ		8	2024-12-24 00:36:00.0000000
5026	ДОСАДА		6	2024-12-24 00:36:00.0000000
5027	ДОСАДЕН		7	2024-12-24 00:36:00.0000000
5028	ДОСАДЛИВ		8	2024-12-24 00:36:00.0000000
5029	ДОСАДЛИВОСТ		11	2024-12-24 00:36:00.0000000
5030	ДОСАДНО		7	2024-12-24 00:36:00.0000000
5031	ДОСАЖДА		7	2024-12-24 00:36:00.0000000
5032	ДОСАЖДАМ		8	2024-12-24 00:36:00.0000000
5033	ДОСАЖДАМИ		9	2024-12-24 00:36:00.0000000
5034	ДОСАМ		5	2024-12-24 00:36:00.0000000
5035	ДОСВИДЯВА		9	2024-12-24 00:36:00.0000000
5036	ДОСВИДЯВАМИ		11	2024-12-24 00:36:00.0000000
5037	ДОСЕАМ		6	2024-12-24 00:36:00.0000000
5038	ДОСЕАМЕ		7	2024-12-24 00:36:00.0000000
5039	ДОСЕАМСЕ		8	2024-12-24 00:36:00.0000000
5040	ДОСЕАНЕ		7	2024-12-24 00:36:00.0000000
5041	ДОСЕГ		5	2024-12-24 00:36:00.0000000
5042	ДОСЕГА		6	2024-12-24 00:36:00.0000000
5043	ДОСЕГАЕМ		8	2024-12-24 00:36:00.0000000
5044	ДОСЕГАЕМОСТ		11	2024-12-24 00:36:00.0000000
5045	ДОСЕГАЕН		8	2024-12-24 00:36:00.0000000
5046	ДОСЕГНАТ		8	2024-12-24 00:36:00.0000000
5047	ДОСЕЖНО		7	2024-12-24 00:36:00.0000000
5048	ДОСЕТЛИВ		8	2024-12-24 00:36:00.0000000
5049	ДОСЕТЛИВОСТ		11	2024-12-24 00:36:00.0000000
5050	ДОСИЕ		5	2024-12-24 00:36:00.0000000
5051	ДОСИПВАМ		8	2024-12-24 00:36:00.0000000
5052	ДОСКОРО		7	2024-12-24 00:36:00.0000000
5053	ДОСКОРОЕН		9	2024-12-24 00:36:00.0000000
5054	ДОСКУБВАМ		9	2024-12-24 00:36:00.0000000
5055	ДОСЛОВЕН		8	2024-12-24 00:36:00.0000000
5056	ДОСЛОВНО		8	2024-12-24 00:36:00.0000000
5057	ДОСЛУВАМ		8	2024-12-24 00:36:00.0000000
5058	ДОСМЕАВА		8	2024-12-24 00:36:00.0000000
5059	ДОСМЕАВАМЕ		10	2024-12-24 00:36:00.0000000
5060	ДОСМУКВАМ		9	2024-12-24 00:36:00.0000000
5061	ДОСПИВА		7	2024-12-24 00:36:00.0000000
5062	ДОСПИВАМ		8	2024-12-24 00:36:00.0000000
5063	ДОСПИВАМИСЕ		11	2024-12-24 00:36:00.0000000
5064	ДОСРАМЯВА		9	2024-12-24 00:36:00.0000000
5065	ДОСТ		4	2024-12-24 00:36:00.0000000
5066	ДОСТА		5	2024-12-24 00:36:00.0000000
5067	ДОСТАВКА		8	2024-12-24 00:36:00.0000000
5068	ДОСТАВЯМ		8	2024-12-24 00:36:00.0000000
5069	ДОСТАВЯМУДОВОЛСТВИЕ		19	2024-12-24 00:36:00.0000000
5070	ДОСТАВЯНЕ		9	2024-12-24 00:36:00.0000000
5071	ДОСТАГОЛЯМ		10	2024-12-24 00:36:00.0000000
5072	ДОСТАДОБРЕ		10	2024-12-24 00:36:00.0000000
5073	ДОСТАДОБЪР		10	2024-12-24 00:36:00.0000000
5074	ДОСТАТЪЧЕН		10	2024-12-24 00:36:00.0000000
5075	ДОСТАТЪЧЕНСЪМ		13	2024-12-24 00:36:00.0000000
5076	ДОСТАТЪЧНО		10	2024-12-24 00:36:00.0000000
5077	ДОСТАТЪЧНОКОЛИЧЕСТВО		20	2024-12-24 00:36:00.0000000
5078	ДОСТАТЪЧНОМИЕ		13	2024-12-24 00:36:00.0000000
5079	ДОСТАТЪЧНОСТ		12	2024-12-24 00:36:00.0000000
5080	ДОСТАХУБАВ		10	2024-12-24 00:36:00.0000000
5081	ДОСТИГА		7	2024-12-24 00:36:00.0000000
5082	ДОСТИГАЕМ		9	2024-12-24 00:36:00.0000000
5083	ДОСТИГАМ		8	2024-12-24 00:36:00.0000000
5084	ДОСТИГАНЕ		9	2024-12-24 00:36:00.0000000
5085	ДОСТИЖЕНИЕ		10	2024-12-24 00:36:00.0000000
5086	ДОСТИЖИМ		8	2024-12-24 00:36:00.0000000
5087	ДОСТИЖИМОСТ		11	2024-12-24 00:36:00.0000000
5088	ДОСТОВЕРЕН		10	2024-12-24 00:36:00.0000000
5089	ДОСТОВЕРНОСТ		12	2024-12-24 00:36:00.0000000
5090	ДОСТОЕН		7	2024-12-24 00:36:00.0000000
5091	ДОСТОЕНЗАВЪЗХИЕНИЕ		18	2024-12-24 00:36:00.0000000
5092	ДОСТОЕНЗАСЪЖАЛЕНИЕ		18	2024-12-24 00:36:00.0000000
5093	ДОСТОЕНЗАУВАЖЕНИЕ		17	2024-12-24 00:36:00.0000000
5094	ДОСТОЙНО		8	2024-12-24 00:36:00.0000000
5095	ДОСТОЙНСТВО		11	2024-12-24 00:36:00.0000000
5096	ДОСТОЙНСТВОТО		13	2024-12-24 00:36:00.0000000
5097	ДОСТОЛЕПЕН		10	2024-12-24 00:36:00.0000000
5098	ДОСТОЛЕПИЕ		10	2024-12-24 00:36:00.0000000
5099	ДОСТОПОЧТЕН		11	2024-12-24 00:36:00.0000000
5100	ДОСТОУВАЖАВАН		13	2024-12-24 00:36:00.0000000
5101	ДОСТОЯНИЕ		9	2024-12-24 00:36:00.0000000
5102	ДОСТРААВА		9	2024-12-24 00:36:00.0000000
5103	ДОСТРААВАМЕ		11	2024-12-24 00:36:00.0000000
5104	ДОСТЪП		6	2024-12-24 00:36:00.0000000
5105	ДОСТЪПЕН		8	2024-12-24 00:36:00.0000000
5106	ДОСТЪПНОСТ		10	2024-12-24 00:36:00.0000000
5107	ДОСУ		4	2024-12-24 00:36:00.0000000
5108	ДОСУАВАМ		8	2024-12-24 00:36:00.0000000
5109	ДОСЪХВАМ		8	2024-12-24 00:36:00.0000000
5110	ДОСЯГА		6	2024-12-24 00:36:00.0000000
5111	ДОСЯГАМ		7	2024-12-24 00:36:00.0000000
5112	ДОСЯГАНЕ		8	2024-12-24 00:36:00.0000000
5113	ДОТАМ		5	2024-12-24 00:36:00.0000000
5114	ДОТАЦИЯ		7	2024-12-24 00:36:00.0000000
5115	ДОТЕГЛИВ		8	2024-12-24 00:36:00.0000000
5116	ДОТИЧВАМ		8	2024-12-24 00:36:00.0000000
5117	ДОТОГАВА		8	2024-12-24 00:36:00.0000000
5118	ДОТОЗИМОМЕНТ		12	2024-12-24 00:36:00.0000000
5119	ДОТОЛКОВА		9	2024-12-24 00:36:00.0000000
5120	ДОТОЛКОЗ		8	2024-12-24 00:36:00.0000000
5121	ДОТРАЙВАМ		9	2024-12-24 00:36:00.0000000
5122	ДОТРЯБВА		8	2024-12-24 00:36:00.0000000
5123	ДОТРЯБВАМ		9	2024-12-24 00:36:00.0000000
5124	ДОТУК		5	2024-12-24 00:36:00.0000000
5125	ДОТЪКМЕН		8	2024-12-24 00:36:00.0000000
5126	ДОТЪКМЯВАМ		10	2024-12-24 00:36:00.0000000
5127	ДОТЪКМЯВАНЕ		11	2024-12-24 00:36:00.0000000
5128	ДОТЪРЧАВАМ		10	2024-12-24 00:36:00.0000000
5129	ДОТЪТРУЗВАМ		11	2024-12-24 00:36:00.0000000
5130	ДОТЪТРЯМ		8	2024-12-24 00:36:00.0000000
5131	ДОТЪТРЯМСЕ		10	2024-12-24 00:36:00.0000000
5132	ДОТЯГА		6	2024-12-24 00:36:00.0000000
5133	ДОТЯГАМ		7	2024-12-24 00:36:00.0000000
5134	ДОТЯГАМИ		8	2024-12-24 00:36:00.0000000
5135	ДОУБИВАМ		8	2024-12-24 00:36:00.0000000
5136	ДОУМЯВАМ		8	2024-12-24 00:36:00.0000000
5137	ДОХВЪРЧАВАМ		11	2024-12-24 00:36:00.0000000
5138	ДОХОД		5	2024-12-24 00:36:00.0000000
5139	ДОХОДЕН		7	2024-12-24 00:36:00.0000000
5140	ДОХОДЕНСЪМ		10	2024-12-24 00:36:00.0000000
5141	ДОХОДИ		6	2024-12-24 00:36:00.0000000
5142	ДОХОДНОСТ		9	2024-12-24 00:36:00.0000000
5143	ДОХОДОНОСЕН		11	2024-12-24 00:36:00.0000000
5144	ДОХОЖДА		7	2024-12-24 00:36:00.0000000
5145	ДОХОЖДАМ		8	2024-12-24 00:36:00.0000000
5146	ДОЦЕЖДАМ		8	2024-12-24 00:36:00.0000000
5147	ДОЧАКВАМ		8	2024-12-24 00:36:00.0000000
5148	ДОЧУВАМ		7	2024-12-24 00:36:00.0000000
5149	ДОЧУПВАМ		8	2024-12-24 00:36:00.0000000
5150	ДОЪЛ		4	2024-12-24 00:36:00.0000000
5151	ДОЯ		3	2024-12-24 00:36:00.0000000
5152	ДОЯДАМ		6	2024-12-24 00:36:00.0000000
5153	ДОЯЖДА		6	2024-12-24 00:36:00.0000000
5154	ДОЯЖДАМ		7	2024-12-24 00:36:00.0000000
5155	ДРАГ		4	2024-12-24 00:36:00.0000000
5156	ДРАГА		5	2024-12-24 00:36:00.0000000
5157	ДРАГО		5	2024-12-24 00:36:00.0000000
5158	ДРАГОВОЛЕН		10	2024-12-24 00:36:00.0000000
5159	ДРАГОВОЛНО		10	2024-12-24 00:36:00.0000000
5160	ДРАГОСТ		7	2024-12-24 00:36:00.0000000
5161	ДРАГОЦЕНЕН		10	2024-12-24 00:36:00.0000000
5162	ДРАГОЦЕННОСТ		12	2024-12-24 00:36:00.0000000
5163	ДРАЗЛИВОСТ		10	2024-12-24 00:36:00.0000000
5164	ДРАЗНЕ		6	2024-12-24 00:36:00.0000000
5165	ДРАЗНЕНЕ		8	2024-12-24 00:36:00.0000000
5166	ДРАЗНЕНИЕ		9	2024-12-24 00:36:00.0000000
5167	ДРАЗНЕНО		8	2024-12-24 00:36:00.0000000
5168	ДРАЗНИ		6	2024-12-24 00:36:00.0000000
5169	ДРАЗНЯ		6	2024-12-24 00:36:00.0000000
5170	ДРАЙВЕР		7	2024-12-24 00:36:00.0000000
5171	ДРАКА		5	2024-12-24 00:36:00.0000000
5172	ДРАКОН		6	2024-12-24 00:36:00.0000000
5173	ДРАКОНОВСКИ		11	2024-12-24 00:36:00.0000000
5174	ДРАМАТИЗЪМ		10	2024-12-24 00:36:00.0000000
5175	ДРАМАТИЧЕН		10	2024-12-24 00:36:00.0000000
5176	ДРАНГОЛНИК		10	2024-12-24 00:36:00.0000000
5177	ДРАПЕРИЯ		8	2024-12-24 00:36:00.0000000
5178	ДРАСВАМ		7	2024-12-24 00:36:00.0000000
5179	ДРАСВАНЕ		8	2024-12-24 00:36:00.0000000
5180	ДРАСВАНЕСПЕРО		13	2024-12-24 00:36:00.0000000
5181	ДРАСКАМ		7	2024-12-24 00:36:00.0000000
5182	ДРАСКАЧ		7	2024-12-24 00:36:00.0000000
5183	ДРАСКВАМ		8	2024-12-24 00:36:00.0000000
5184	ДРАСКОТИНА		10	2024-12-24 00:36:00.0000000
5185	ДРАСКОТИНИ		10	2024-12-24 00:36:00.0000000
5186	ДРАСТИЧЕН		9	2024-12-24 00:36:00.0000000
5187	ДРАЯ		4	2024-12-24 00:36:00.0000000
5188	ДРЕБЕН		6	2024-12-24 00:36:00.0000000
5189	ДРЕБЕНЧОВЕК		11	2024-12-24 00:36:00.0000000
5190	ДРЕБНА		6	2024-12-24 00:36:00.0000000
5191	ДРЕБНАВ		7	2024-12-24 00:36:00.0000000
5192	ДРЕБНАВИ		8	2024-12-24 00:36:00.0000000
5193	ДРЕБНАВО		8	2024-12-24 00:36:00.0000000
5194	ДРЕБНАВОСТ		10	2024-12-24 00:36:00.0000000
5195	ДРЕБНАВОСТИ		11	2024-12-24 00:36:00.0000000
5196	ДРЕБНАРАБОТА		12	2024-12-24 00:36:00.0000000
5197	ДРЕБНИ		6	2024-12-24 00:36:00.0000000
5198	ДРЕБНИЧЪК		9	2024-12-24 00:36:00.0000000
5199	ДРЕБНО		6	2024-12-24 00:36:00.0000000
5200	ДРЕБНОБУРЖОАЗНА		15	2024-12-24 00:36:00.0000000
5201	ДРЕБНОУКРАЕНИЕ		14	2024-12-24 00:36:00.0000000
5202	ДРЕБОЛИИ		8	2024-12-24 00:36:00.0000000
5203	ДРЕБОЛИЙКА		10	2024-12-24 00:36:00.0000000
5204	ДРЕБОЛИЯ		8	2024-12-24 00:36:00.0000000
5205	ДРЕБОСЪК		8	2024-12-24 00:36:00.0000000
5206	ДРЕБОСЪЧЕ		9	2024-12-24 00:36:00.0000000
5207	ДРЕВЕН		6	2024-12-24 00:36:00.0000000
5208	ДРЕВНОСТ		8	2024-12-24 00:36:00.0000000
5209	ДРЕЗГАВ		7	2024-12-24 00:36:00.0000000
5210	ДРЕЗГАВИНА		10	2024-12-24 00:36:00.0000000
5211	ДРЕМЕ		5	2024-12-24 00:36:00.0000000
5212	ДРЕМЛИВ		7	2024-12-24 00:36:00.0000000
5213	ДРЕМНА		6	2024-12-24 00:36:00.0000000
5214	ДРЕМЯ		5	2024-12-24 00:36:00.0000000
5215	ДРЕНАЖЕН		8	2024-12-24 00:36:00.0000000
5216	ДРЕНАЖЕНКЛАДЕНЕЦ		16	2024-12-24 00:36:00.0000000
5217	ДРЕНИК		6	2024-12-24 00:36:00.0000000
5218	ДРЕСИРАМ		8	2024-12-24 00:36:00.0000000
5219	ДРЕСИРАН		8	2024-12-24 00:36:00.0000000
5220	ДРЕХА		5	2024-12-24 00:36:00.0000000
5221	ДРЕХИ		5	2024-12-24 00:36:00.0000000
5222	ДРЕХИТЕ		7	2024-12-24 00:36:00.0000000
5223	ДРИПА		5	2024-12-24 00:36:00.0000000
5224	ДРИПАВ		6	2024-12-24 00:36:00.0000000
5225	ДРИПИТЕ		7	2024-12-24 00:36:00.0000000
5226	ДРИПЛО		6	2024-12-24 00:36:00.0000000
5227	ДРОБЯ		5	2024-12-24 00:36:00.0000000
5228	ДРОСЕЛ		6	2024-12-24 00:36:00.0000000
5229	ДРУГ		4	2024-12-24 00:36:00.0000000
5230	ДРУГА		5	2024-12-24 00:36:00.0000000
5231	ДРУГАВЪЗМОЖНОСТ		15	2024-12-24 00:36:00.0000000
5232	ДРУГАР		6	2024-12-24 00:36:00.0000000
5233	ДРУГАРИ		7	2024-12-24 00:36:00.0000000
5234	ДРУГАРКА		8	2024-12-24 00:36:00.0000000
5235	ДРУГАРСКИ		9	2024-12-24 00:36:00.0000000
5236	ДРУГАРСКИОТНОЕНИЯ		17	2024-12-24 00:36:00.0000000
5237	ДРУГАРСТВО		10	2024-12-24 00:36:00.0000000
5238	ДРУГАРУВАМ		10	2024-12-24 00:36:00.0000000
5239	ДРУГАРУВАНЕ		11	2024-12-24 00:36:00.0000000
5240	ДРУГАТА		7	2024-12-24 00:36:00.0000000
5241	ДРУГИ		5	2024-12-24 00:36:00.0000000
5242	ДРУГИТЕ		7	2024-12-24 00:36:00.0000000
5243	ДРУГИЯ		6	2024-12-24 00:36:00.0000000
5244	ДРУГИЯТ		7	2024-12-24 00:36:00.0000000
5245	ДРУГО		5	2024-12-24 00:36:00.0000000
5246	ДРУГОВЕРЕЦ		10	2024-12-24 00:36:00.0000000
5247	ДРУГОЗЕМЕН		10	2024-12-24 00:36:00.0000000
5248	ДРУГОЗЕМЕЦ		10	2024-12-24 00:36:00.0000000
5249	ДРУГОТО		7	2024-12-24 00:36:00.0000000
5250	ДРУГОЯЧЕ		8	2024-12-24 00:36:00.0000000
5251	ДРУЖА		5	2024-12-24 00:36:00.0000000
5252	ДРУЖБА		6	2024-12-24 00:36:00.0000000
5253	ДРУЖЕЛЮБЕН		10	2024-12-24 00:36:00.0000000
5254	ДРУЖЕЛЮБИЕ		10	2024-12-24 00:36:00.0000000
5255	ДРУЖЕЛЮБНА		10	2024-12-24 00:36:00.0000000
5256	ДРУЖЕЛЮБНОСТ		12	2024-12-24 00:36:00.0000000
5257	ДРУЖЕН		6	2024-12-24 00:36:00.0000000
5258	ДРУЖЕНЕ		7	2024-12-24 00:36:00.0000000
5259	ДРУЖЕСКИ		8	2024-12-24 00:36:00.0000000
5260	ДРУЖЕСТВО		9	2024-12-24 00:36:00.0000000
5261	ДРУЖИНА		7	2024-12-24 00:36:00.0000000
5262	ДРУЖКА		6	2024-12-24 00:36:00.0000000
5263	ДРУЖНО		6	2024-12-24 00:36:00.0000000
5264	ДРУЖНОСТ		8	2024-12-24 00:36:00.0000000
5265	ДРУМ		4	2024-12-24 00:36:00.0000000
5266	ДРУМИЕ		6	2024-12-24 00:36:00.0000000
5267	ДРУМНИК		7	2024-12-24 00:36:00.0000000
5268	ДРУСАМ		6	2024-12-24 00:36:00.0000000
5269	ДРУСАНЕ		7	2024-12-24 00:36:00.0000000
5270	ДРУСВАНЕ		8	2024-12-24 00:36:00.0000000
5271	ДРУСКАНЕ		8	2024-12-24 00:36:00.0000000
5272	ДРЪВНИК		7	2024-12-24 00:36:00.0000000
5273	ДРЪГЛИВ		7	2024-12-24 00:36:00.0000000
5274	ДРЪГНА		6	2024-12-24 00:36:00.0000000
5275	ДРЪГНАСЕ		8	2024-12-24 00:36:00.0000000
5276	ДРЪЖ		4	2024-12-24 00:36:00.0000000
5277	ДРЪЖКА		6	2024-12-24 00:36:00.0000000
5278	ДРЪЗВАМ		7	2024-12-24 00:36:00.0000000
5279	ДРЪЗКО		6	2024-12-24 00:36:00.0000000
5280	ДРЪЗНОВЕН		9	2024-12-24 00:36:00.0000000
5281	ДРЪЗНОВЕНИЕ		11	2024-12-24 00:36:00.0000000
5282	ДРЪНВАМ		7	2024-12-24 00:36:00.0000000
5283	ДРЪНКАЛО		8	2024-12-24 00:36:00.0000000
5284	ДРЪНКАМ		7	2024-12-24 00:36:00.0000000
5285	ДРЪНКАНЕ		8	2024-12-24 00:36:00.0000000
5286	ДРЪНКАНИЦА		10	2024-12-24 00:36:00.0000000
5287	ДРЪНКУЛКА		9	2024-12-24 00:36:00.0000000
5288	ДРЪНКУЛКИ		9	2024-12-24 00:36:00.0000000
5289	ДРЪНЧА		6	2024-12-24 00:36:00.0000000
5290	ДРЪНЧЕНЕ		8	2024-12-24 00:36:00.0000000
5291	ДРЪПВАМ		7	2024-12-24 00:36:00.0000000
5292	ДРЪПВАМРЯЗКО		12	2024-12-24 00:36:00.0000000
5293	ДРЪПВАМСЕ		9	2024-12-24 00:36:00.0000000
5294	ДРЪПВАНЕ		8	2024-12-24 00:36:00.0000000
5295	ДРЪПВАНЕНАЗАД		13	2024-12-24 00:36:00.0000000
5296	ДРЪПНАТ		7	2024-12-24 00:36:00.0000000
5297	ДРЯЗГИ		6	2024-12-24 00:36:00.0000000
5298	ДРЯМКА		6	2024-12-24 00:36:00.0000000
5299	ДУА		3	2024-12-24 00:36:00.0000000
5300	ДУАТА		5	2024-12-24 00:36:00.0000000
5301	ДУБЛИКАТ		8	2024-12-24 00:36:00.0000000
5302	ДУБЛИРАМ		8	2024-12-24 00:36:00.0000000
5303	ДУБЛИРАН		8	2024-12-24 00:36:00.0000000
5304	ДУБЛИРАНЕ		9	2024-12-24 00:36:00.0000000
5305	ДУВАР		5	2024-12-24 00:36:00.0000000
5306	ДУДУК		5	2024-12-24 00:36:00.0000000
5307	ДУЕВАДЕЦ		8	2024-12-24 00:36:00.0000000
5308	ДУЕВЕН		6	2024-12-24 00:36:00.0000000
5309	ДУЕВЕНМИР		9	2024-12-24 00:36:00.0000000
5310	ДУЕВНА		6	2024-12-24 00:36:00.0000000
5311	ДУЕВНАБОЛЕСТ		12	2024-12-24 00:36:00.0000000
5312	ДУЕВНО		6	2024-12-24 00:36:00.0000000
5313	ДУЕВНОБОЛЕН		11	2024-12-24 00:36:00.0000000
5314	ДУЕВНОСТ		8	2024-12-24 00:36:00.0000000
5315	ДУЕГУБЕЦ		8	2024-12-24 00:36:00.0000000
5316	ДУЕЛ		4	2024-12-24 00:36:00.0000000
5317	ДУЕН		4	2024-12-24 00:36:00.0000000
5318	ДУЕПРИКАЗЧИК		12	2024-12-24 00:36:00.0000000
5319	ДУИ		3	2024-12-24 00:36:00.0000000
5320	ДУЛО		4	2024-12-24 00:36:00.0000000
5321	ДУМА		4	2024-12-24 00:36:00.0000000
5322	ДУМАЙ		5	2024-12-24 00:36:00.0000000
5323	ДУМАМ		5	2024-12-24 00:36:00.0000000
5324	ДУМАМСИ		7	2024-12-24 00:36:00.0000000
5325	ДУМАН		5	2024-12-24 00:36:00.0000000
5326	ДУМАНИН		7	2024-12-24 00:36:00.0000000
5327	ДУМАНСКИ		8	2024-12-24 00:36:00.0000000
5328	ДУМАПОДУМА		10	2024-12-24 00:36:00.0000000
5329	ДУМАТА		6	2024-12-24 00:36:00.0000000
5330	ДУМБАЗ		6	2024-12-24 00:36:00.0000000
5331	ДУМИ		4	2024-12-24 00:36:00.0000000
5332	ДУМИТЕ		6	2024-12-24 00:36:00.0000000
5333	ДУМКАМ		6	2024-12-24 00:36:00.0000000
5334	ДУМКАНЕ		7	2024-12-24 00:36:00.0000000
5335	ДУНДА		5	2024-12-24 00:36:00.0000000
5336	ДУНДЕСТ		7	2024-12-24 00:36:00.0000000
5337	ДУПКА		5	2024-12-24 00:36:00.0000000
5338	ДУПЧА		5	2024-12-24 00:36:00.0000000
5339	ДУПЧИЦА		7	2024-12-24 00:36:00.0000000
5340	ДУРАК		5	2024-12-24 00:36:00.0000000
5341	ДУХ		3	2024-12-24 00:36:00.0000000
5342	ДУХА		4	2024-12-24 00:36:00.0000000
5343	ДУХАМ		5	2024-12-24 00:36:00.0000000
5344	ДУХВАМ		6	2024-12-24 00:36:00.0000000
5345	ДУХОВЕН		7	2024-12-24 00:36:00.0000000
